SR NO,INSTITUTE NAME,BRANCH,CATEGORY,BOARD,TYPE,OPENING,CLOSING
1153,S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,COMPUTER ENGINEERING,SC,Gujarat Board,SFI,111342.00,111342.00
1154,S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,107009.00,110175.00
1155,S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,ELECTRICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,106281.00,106281.00
1156,S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,107712.00,110651.00
1157,S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY NAVSARI,MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,103123.00,103123.00
1158,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",CHEMICAL ENGINEERING,GEN,Gujarat Board,SFI,102063.00,107618.00
1159,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,101531.00,106874.00
1160,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,SEBC,Gujarat Board,SFI,107068.00,111203.00
1161,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,EWS,Gujarat Board,SFI,107509.00,110663.00
1162,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER ENGINEERING,SC,Gujarat Board,SFI,109073.00,109073.00
1163,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),GEN,Gujarat Board,SFI,101331.00,111254.00
1164,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE) - TFW,TFW,Gujarat Board,SFI,100676.00,100676.00
1165,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,Gujarat Board,SFI,106367.00,106766.00
1166,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,100971.00,105985.00
1167,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY,EWS,Gujarat Board,SFI,106691.00,107779.00
1168,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,SFI,107023.00,111192.00
1169,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",MECHATRONICS,GEN,Gujarat Board,SFI,108124.00,109078.00
1170,"SAL COLLEGE OF ENGINEERING , AHMEDABAD",MECHATRONICS ENGINEERING - TFWS,TFW,Gujarat Board,SFI,105775.00,105775.00
1171,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100612.00,111172.00
1172,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,100965.00,111261.00
1173,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100539.00,100539.00
1174,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,Gujarat Board,SFI,101694.00,101694.00
1175,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,100816.00,103540.00
1176,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY,EWS,Gujarat Board,SFI,104013.00,104013.00
1177,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,SFI,104096.00,106659.00
1178,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION TECHNOLOGY - TFWS,TFW,Gujarat Board,SFI,100516.00,100516.00
1179,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",AUTOMOBILE ENGINEERING,GEN,Gujarat Board,SFI,105062.00,111360.00
1180,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,103984.00,111059.00
1181,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",CIVIL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,101411.00,101411.00
1182,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100359.00,104081.00
1183,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING,EWS,Gujarat Board,SFI,104140.00,106525.00
1184,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING,SC,Gujarat Board,SFI,104165.00,104165.00
1185,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER ENGINEERING,SEBC,Gujarat Board,SFI,104539.00,109704.00
1186,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,100928.00,110009.00
1187,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,EWS,Gujarat Board,SFI,110063.00,110063.00
1188,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SEBC,Gujarat Board,SFI,111084.00,111084.00
1189,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100448.00,100448.00
1190,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),GEN,Gujarat Board,SFI,101817.00,109115.00
1191,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,102490.00,111153.00
1192,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",ELECTRICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,101700.00,101700.00
1193,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,Gujarat Board,SFI,105364.00,107059.00
1194,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,Gujarat Board,SFI,105382.00,108192.00
1195,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",INSTRUMENTATION & CONTROL ENGINEERING,GEN,Gujarat Board,SFI,109266.00,109266.00
1196,"SAL INSTITUTE OF TECH. & ENGG. RESEARCH, AHMEDABAD",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,105844.00,110968.00
1197,"SANJAYBHAI RAJGURU COLLEGE OF ENGG. , RAJKOT",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,106095.00,108199.00
1198,"SANJAYBHAI RAJGURU COLLEGE OF ENGG. , RAJKOT",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,103260.00,103260.00
1199,"SANJAYBHAI RAJGURU COLLEGE OF ENGG. , RAJKOT",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,111390.00,111390.00
1200,"SANJAYBHAI RAJGURU COLLEGE OF ENGG. , RAJKOT",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,110819.00,110819.00
1201,VISNAGAR,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GEN,Gujarat Board,SFI,102910.00,102910.00
1202,VISNAGAR,CIVIL ENGINEERING,GEN,Gujarat Board,SFI,108299.00,110712.00
1203,VISNAGAR,CIVIL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,101644.00,101644.00
1204,VISNAGAR,COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,104896.00,110496.00
1205,VISNAGAR,ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,105797.00,110151.00
1206,VISNAGAR,INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,104945.00,109902.00
1207,VISNAGAR,INFORMATION TECHNOLOGY - TFWS,TFW,Gujarat Board,SFI,101272.00,101272.00
1208,VISNAGAR,MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,107594.00,110429.00
1209,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,101030.00,111428.00
1210,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,101914.00,111367.00
1211,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100601.00,100601.00
1212,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,104555.00,110281.00
1213,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,103523.00,108692.00
1214,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,105023.00,109204.00
1215,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,108053.00,108053.00
1216,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,103450.00,108783.00
1217,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100509.00,100743.00
1218,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER ENGINEERING,EWS,Gujarat Board,SFI,101073.00,101184.00
1219,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER ENGINEERING,SEBC,Gujarat Board,SFI,101608.00,102877.00
1220,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER ENGINEERING,SC,Gujarat Board,SFI,103159.00,103159.00
1221,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER ENGINEERING,ST,Gujarat Board,SFI,106406.00,106406.00
1222,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER SCIENCE & DESIGN,GEN,Gujarat Board,SFI,101316.00,102411.00
1223,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER SCIENCE & DESIGN,EWS,Gujarat Board,SFI,103563.00,103563.00
1224,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER SCIENCE & DESIGN,SEBC,Gujarat Board,SFI,103659.00,106564.00
1225,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER SCIENCE & DESIGN,SC,Gujarat Board,SFI,105569.00,105569.00
1226,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",COMPUTER SCIENCE & DESIGN - TFW,TFW,Gujarat Board,SFI,101422.00,101422.00
1227,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,103930.00,111326.00
1228,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,TFW,Gujarat Board,SFI,109143.00,109143.00
1229,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,101204.00,102166.00
1230,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",INFORMATION TECHNOLOGY,EWS,Gujarat Board,SFI,102435.00,102819.00
1231,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,SFI,103259.00,106688.00
1232,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",INFORMATION TECHNOLOGY,SC,Gujarat Board,SFI,104798.00,104798.00
1233,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",INFORMATION TECHNOLOGY,ST,Gujarat Board,SFI,107790.00,107790.00
1234,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",INFORMATION TECHNOLOGY - TFWS,TFW,Gujarat Board,SFI,100613.00,100613.00
1235,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,102355.00,110891.00
1236,"SARDAR VALLABHBHAI PATEL INSTITUTE OF TECH.,VASAD",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,103416.00,103416.00
1237,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GEN,Gujarat Board,SFI,100913.00,101397.00
1238,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,EWS,Gujarat Board,SFI,101666.00,101666.00
1239,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,SEBC,Gujarat Board,SFI,103597.00,105077.00
1240,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Gujarat Board,SFI,109583.00,109583.00
1241,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",CHEMICAL ENGINEERING,GEN,Gujarat Board,SFI,102450.00,111340.00
1242,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",CHEMICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,103147.00,103147.00
1243,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,103585.00,109813.00
1244,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100229.00,100548.00
1245,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",COMPUTER ENGINEERING,EWS,Gujarat Board,SFI,100802.00,101134.00
1246,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",COMPUTER ENGINEERING,SEBC,Gujarat Board,SFI,101580.00,103474.00
1247,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",COMPUTER ENGINEERING,SC,Gujarat Board,SFI,101651.00,101651.00
1248,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",COMPUTER ENGINEERING,GEN PH,Gujarat Board,SFI,105456.00,105456.00
1249,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",COMPUTER ENGINEERING,ST,Gujarat Board,SFI,106067.00,106381.00
1250,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",COMPUTER ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100168.00,100168.00
1251,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,104965.00,111195.00
1252,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,100480.00,101621.00
1253,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",INFORMATION TECHNOLOGY,SC,Gujarat Board,SFI,101704.00,101704.00
1254,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",INFORMATION TECHNOLOGY,EWS,Gujarat Board,SFI,101778.00,101778.00
1255,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,SFI,101922.00,102848.00
1256,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",INFORMATION TECHNOLOGY,ST,Gujarat Board,SFI,110619.00,110619.00
1257,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",INSTRUMENTATION & CONTROL ENGINEERING,GEN,Gujarat Board,SFI,105852.00,111414.00
1258,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,104324.00,110932.00
1259,"SARVAJANIK COLLEGE OF ENGG. & TECH. , SURAT",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100937.00,100937.00
1260,"SCHOOL OF ENGINEERING AND TECHNOLOGY, NAVRACHANA UNIVERSITY, VADODARA",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,103946.00,108773.00
1261,"SCHOOL OF ENGINEERING AND TECHNOLOGY, NAVRACHANA UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,100463.00,104433.00
1262,"SCHOOL OF ENGINEERING AND TECHNOLOGY, NAVRACHANA UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING,EWS,Gujarat Board,SFI,105833.00,108176.00
1263,"SCHOOL OF ENGINEERING AND TECHNOLOGY, NAVRACHANA UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING,SEBC,Gujarat Board,SFI,106267.00,108593.00
1264,"SCHOOL OF ENGINEERING AND TECHNOLOGY, NAVRACHANA UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100977.00,100977.00
1265,"SCHOOL OF ENGINEERING AND TECHNOLOGY, NAVRACHANA UNIVERSITY, VADODARA",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,104454.00,104454.00
1266,"SCHOOL OF ENGINEERING, INDRASHIL UNIVERSITY, KADI",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,110779.00,110779.00
1267,"SCHOOL OF ENGINEERING, INDRASHIL UNIVERSITY, KADI",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,102533.00,102533.00
1268,"SCHOOL OF ENGINEERING, INDRASHIL UNIVERSITY, KADI",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,106404.00,106404.00
1269,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY, VADODARA",CHEMICAL ENGINEERING,GEN,Gujarat Board,SFI,101347.00,111041.00
1270,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,101006.00,104576.00
1271,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING,EWS,Gujarat Board,SFI,104666.00,106019.00
1272,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING,SC,Gujarat Board,SFI,104954.00,105829.00
1273,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING,SEBC,Gujarat Board,SFI,107482.00,109121.00
1274,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY, VADODARA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100518.00,100518.00
1275,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY, VADODARA",FIRE AND ENVIRONMENT HEALTH SAFETY ENGINEERING,GEN,Gujarat Board,SFI,105193.00,108920.00
1276,"SHANKERSINH VAGHELA BAPU INSTITUTE OF TECH., UNAVA, GANDHINAGAR",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,103110.00,103110.00
1277,"SHANKERSINH VAGHELA BAPU INSTITUTE OF TECH., UNAVA, GANDHINAGAR",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,103070.00,110546.00
1278,"SHANKERSINH VAGHELA BAPU INSTITUTE OF TECH., UNAVA, GANDHINAGAR",COMPUTER ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100963.00,100963.00
1279,"SHANKERSINH VAGHELA BAPU INSTITUTE OF TECH., UNAVA, GANDHINAGAR",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,103814.00,107581.00
1280,"SHANKERSINH VAGHELA BAPU INSTITUTE OF TECH., UNAVA, GANDHINAGAR",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,103078.00,105053.00
1281,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",CIVIL ENGINEERING,GEN,Gujarat Board,GOV/GIA,101446.00,111067.00
1282,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",CIVIL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200051.00,200144.00
1283,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",ELECTRICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,101398.00,111338.00
1284,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",ELECTRICAL ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,101370.00,101370.00
1285,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,GEN,Gujarat Board,GOV/GIA,100023.00,101289.00
1286,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,GOV/GIA,101368.00,101779.00
1287,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,EWS,Gujarat Board,GOV/GIA,101427.00,101537.00
1288,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,SC,Gujarat Board,GOV/GIA,102892.00,102892.00
1289,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,GEN,ALL INDIA,GOV/GIA,200038.00,200038.00
1290,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",MECHANICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,102874.00,111332.00
1291,"SHREE DHANVANTARY COLLEGE OF ENGINEERING & TECHNOLOGY, KIM",CHEMICAL ENGINEERING (GREEN TECHNOLOGY AND SUSTAINABILITY ENGINEERING),GEN,Gujarat Board,SFI,103231.00,106522.00
1292,"SHREE DHANVANTARY COLLEGE OF ENGINEERING & TECHNOLOGY, KIM",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),GEN,Gujarat Board,SFI,103246.00,108852.00
1293,"SHREE DHANVANTARY COLLEGE OF ENGINEERING & TECHNOLOGY, KIM",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) - TFWS,TFW,Gujarat Board,SFI,102220.00,102220.00
1294,"SHREE DHANVANTARY COLLEGE OF ENGINEERING & TECHNOLOGY, KIM",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),GEN,Gujarat Board,SFI,104567.00,109150.00
1295,"SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS, SURENDRANAGAR",CIVIL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,108308.00,109932.00
1296,"SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS, SURENDRANAGAR",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,105121.00,106510.00
1297,"SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS, SURENDRANAGAR",ELECTRICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,104747.00,110873.00
1298,"SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS, SURENDRANAGAR",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,108054.00,108054.00
1299,"SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS, SURENDRANAGAR",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,109494.00,109494.00
1300,"SHREE PAREKH ENGINEEIRNG COLLEGE, MAHUVA",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,105974.00,111434.00
1301,"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT, GANDHINAGAR",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,101806.00,109597.00
1302,"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT, GANDHINAGAR",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,101425.00,110719.00
1303,"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,101281.00,111255.00
1304,"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100904.00,100904.00
1305,"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT, GANDHINAGAR",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,102552.00,109876.00
1306,"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT, GANDHINAGAR",INFORMATION TECHNOLOGY - TFWS,TFW,Gujarat Board,SFI,100571.00,100571.00
1307,"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT, GANDHINAGAR",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,102657.00,110097.00
1308,"SHRI LABHUBHAI TRIVEDI INSTITUTE OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,101638.00,110728.00
1309,"SHRI LABHUBHAI TRIVEDI INSTITUTE OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),GEN,Gujarat Board,SFI,103544.00,103544.00
1310,"SHRI LABHUBHAI TRIVEDI INSTITUTE OF ENGINEERING AND TECHNOLOGY, RAJKOT",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,105267.00,111031.00
1311,"SHRI LABHUBHAI TRIVEDI INSTITUTE OF ENGINEERING AND TECHNOLOGY, RAJKOT",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,106736.00,109988.00
1312,"SHRI LABHUBHAI TRIVEDI INSTITUTE OF ENGINEERING AND TECHNOLOGY, RAJKOT",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,103575.00,103575.00
1313,"SHRI SADVIDHYA MANDAL INSTITUTE OF TECH., BHARUCH",CHEMICAL ENGINEERING,GEN,Gujarat Board,SFI,101916.00,111435.00
